onset	duration	sample	trial_type	response_time	serialpos	probepos	probe_word	resp_word	study_1	study_2	list	test	answer	experiment	session	subject
0.0	60.727	556747	SESS_START	n/a	-999	-999	n/a	n/a	n/a	n/a	-999	[0, 0, 0]	-999	PAL1	0	R1121M
60.727	1.017	587108	START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[-999, -999, -999]	-999	PAL1	0	R1121M
61.744	3.866	587616	PROB	3843	-999	-999	n/a	n/a	n/a	n/a	1	[2, 7, 2]	9	PAL1	0	R1121M
65.61	1.685	589549	PROB	1666	-999	-999	n/a	n/a	n/a	n/a	1	[4, 4, 3]	9	PAL1	0	R1121M
67.295	1.617	590392	PROB	1589	-999	-999	n/a	n/a	n/a	n/a	1	[3, 7, 2]	9	PAL1	0	R1121M
68.912	1.517	591200	PROB	1492	-999	-999	n/a	n/a	n/a	n/a	1	[7, 9, 4]	9	PAL1	0	R1121M
70.429	1.467	591959	PROB	1439	-999	-999	n/a	n/a	n/a	n/a	1	[8, 6, 1]	9	PAL1	0	R1121M
71.896	1.484	592692	PROB	1452	-999	-999	n/a	n/a	n/a	n/a	1	[8, 6, 3]	9	PAL1	0	R1121M
73.38	1.5	593434	PROB	1480	-999	-999	n/a	n/a	n/a	n/a	1	[8, 5, 6]	9	PAL1	0	R1121M
74.88	1.666	594184	PROB	1643	-999	-999	n/a	n/a	n/a	n/a	1	[8, 9, 1]	9	PAL1	0	R1121M
76.546	1.601	595017	PROB	1578	-999	-999	n/a	n/a	n/a	n/a	1	[2, 1, 1]	9	PAL1	0	R1121M
78.147	1.517	595817	PROB	1497	-999	-999	n/a	n/a	n/a	n/a	1	[3, 1, 4]	9	PAL1	0	R1121M
79.664	1.42	596576	PROB	1420	-999	-999	n/a	n/a	n/a	n/a	1	[8, 2, 2]	9	PAL1	0	R1121M
81.084	64.648	597286	STOP	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[-999, -999, -999]	-999	PAL1	0	R1121M
145.732	10.447	629607	STUDY_START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1121M
156.179	0.85	634830	STUDY_ORIENT	n/a	1	5	PLANE	n/a	PLANE	WALL	1	[0, 0, 0]	-999	PAL1	0	R1121M
157.029	5.018	635255	STUDY_PAIR	n/a	1	5	PLANE	n/a	PLANE	WALL	1	[0, 0, 0]	-999	PAL1	0	R1121M
