name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
RPLT1	59.5668	-69.278	-3.2339950447859	-999	RPLT	R	strip	55.1306	-68.8844	7.17893	n/a	inferiortemporal	n/a	n/a
RPLT2	65.6384	-60.9468	-3.42947113320181	-999	RPLT	R	strip	58.8557	-61.1008	1.54479	n/a	inferiortemporal	n/a	n/a
RPLT3	69.4893	-54.4827	-12.5623367492215	-999	RPLT	R	strip	61.4566	-51.8133	-4.16062	n/a	middletemporal	n/a	n/a
RPLT4	70.6957	-46.3459	-20.0267224594798	-999	RPLT	R	strip	63.0252	-42.6893	-8.71839	n/a	inferiortemporal	n/a	n/a
RPLT5	70.3396	-35.8061	-22.8052118408256	-999	RPLT	R	strip	62.4663	-32.7587	-12.3903	n/a	middletemporal	n/a	n/a
RPLT6	61.9008	-25.2034	-28.8362542895909	-999	RPLT	R	strip	60.8168	-21.9566	-15.1808	n/a	middletemporal	n/a	n/a
RSLT1	22.6277	18.9569	-28.8977074659129	-999	RSLT	R	strip	20.565	18.5069	-30.5077	n/a	lateralorbitofrontal	n/a	n/a
RSLT2	28.5463	24.0559	-26.4023783017421	-999	RSLT	R	strip	26.3698	26.164	-26.8139	n/a	lateralorbitofrontal	n/a	n/a
RSLT3	36.8083	29.9996	-22.4190339225339	-999	RSLT	R	strip	34.3896	31.4619	-23.6067	n/a	lateralorbitofrontal	n/a	n/a
RSLT4	48.394	27.1929	-20.9092118293872	-999	RSLT	R	strip	44.3307	30.4261	-22.1057	n/a	lateralorbitofrontal	n/a	n/a
RSLT5	55.1478	21.4654	-16.919182317001	-999	RSLT	R	strip	51.9966	23.6349	-20.2731	n/a	superiortemporal	n/a	n/a
RSLT6	59.7026	12.6836	-12.8543197292263	-999	RSLT	R	strip	56.7475	13.2244	-19.7822	n/a	superiortemporal	n/a	n/a
RALT1	26.3577	20.9493	-27.3168697382821	-999	RALT	R	strip	24.5705	21.2546	-30.0473	n/a	lateralorbitofrontal	n/a	n/a
RALT2	32.22	25.5484	-30.1332303749711	-999	RALT	R	strip	32.6805	25.075	-33.1673	n/a	superiortemporal	n/a	n/a
RALT3	42.6705	25.8337	-31.5365047911043	-999	RALT	R	strip	42.6128	24.2366	-33.9528	n/a	superiortemporal	n/a	n/a
RALT4	48.5358	21.1017	-35.0251702423211	-999	RALT	R	strip	50.2449	18.0615	-33.3966	n/a	superiortemporal	n/a	n/a
RALT5	57.5898	9.23247	-31.9963509157995	-999	RALT	R	strip	53.9926	6.9702	-31.6249	n/a	middletemporal	n/a	n/a
RALT6	60.976	1.04684	-35.499674742184	-999	RALT	R	strip	56.5914	-2.21477	-29.2381	n/a	middletemporal	n/a	n/a
RAST1	23.0189	9.88911	-43.1589256247254	-999	RAST	R	strip	28.6313	4.91689	-43.6945	n/a	temporalpole	n/a	n/a
RAST2	34.9554	13.6202	-43.7340090204573	-999	RAST	R	strip	37.8072	8.28456	-46.6857	n/a	temporalpole	n/a	n/a
RAST3	45.8548	13.3369	-45.6633136165322	-999	RAST	R	strip	47.7527	7.14997	-44.0415	n/a	middletemporal	n/a	n/a
RAST4	54.6166	11.681	-39.9533656308056	-999	RAST	R	strip	54.1165	4.87647	-36.6758	n/a	middletemporal	n/a	n/a
RPST1	21.0524	11.4563	-38.680503430829	-999	RPST	R	strip	23.3486	6.26805	-39.6319	n/a	temporalpole	n/a	n/a
RPST2	25.271	7.37963	-43.7989407022419	-999	RPST	R	strip	31.9077	2.20378	-45.1955	n/a	temporalpole	n/a	n/a
RPST3	34.9072	0.110825	-45.4396426387141	-999	RPST	R	strip	41.5214	-2.19065	-46.1906	n/a	inferiortemporal	n/a	n/a
RPST4	46.7072	-2.78669	-46.7664238710301	-999	RPST	R	strip	48.4531	-5.26928	-40.8474	n/a	inferiortemporal	n/a	n/a
RAD1	14.4128	-3.82912	-26.1126829539903	-999	RAD	R	depth	14.1945	-6.91614	-22.9433	Right PHG parahippocampal gyrus	n/a	ERC	Right EC
RAD2	17.5742	-4.24252	-26.5146070690495	-999	RAD	R	depth	18.3415	-6.65712	-22.9608	Right Hippocampus	n/a	n/a	Right CA1
RAD3	21.545	-5.17942	-28.022158394437	-999	RAD	R	depth	24.0684	-6.71964	-23.995	Right Hippocampus	n/a	n/a	Right CA1
RAD4	25.881	-5.59317	-27.3999983470576	-999	RAD	R	depth	29.2769	-6.81458	-25.027	Right Hippocampus	entorhinal	n/a	Right CA1
RAD5	32.0842	-5.77317	-26.9994920418502	-999	RAD	R	depth	34.4605	-6.49072	-25.0489	Right FuG fusiform gyrus	fusiform	n/a	n/a
RAD6	38.032	-6.53845	-29.7167900153281	-999	RAD	R	depth	39.669	-6.58568	-26.0809	Right ITG inferior temporal gyrus	fusiform	n/a	n/a
LALT1	-23.0638	28.8447	-31.4287207213967	-999	LALT	L	strip	-21.2126	21.3124	-28.367	n/a	temporalpole	n/a	n/a
LALT2	-31.927	24.5167	-35.5409149224017	-999	LALT	L	strip	-29.0731	22.4538	-35.46	n/a	temporalpole	n/a	n/a
LALT3	-42.9611	26.3222	-40.6758525610981	-999	LALT	L	strip	-38.2465	19.1609	-39.1951	n/a	superiortemporal	n/a	n/a
LALT4	-47.964	21.565	-42.2472149454397	-999	LALT	L	strip	-45.0951	11.463	-37.3013	n/a	superiortemporal	n/a	n/a
LALT5	-51.0783	18.4722	-41.6965854910764	-999	LALT	L	strip	-52.4577	3.63395	-34.262	n/a	middletemporal	n/a	n/a
LALT6	-57.5064	2.74999	-34.580627741603	-999	LALT	L	strip	-55.1754	-3.58364	-29.0889	n/a	middletemporal	n/a	n/a
LPLT1	-62.5164	-62.0312	0.890998760622276	-999	LPLT	L	strip	-54.4999	-71.2506	8.86471	n/a	inferiorparietal	n/a	n/a
