onset	duration	sample	trial_type	response_time	serialpos	probepos	probe_word	resp_word	study_1	study_2	list	test	answer	experiment	session	subject
0.0	57.562	70563	SESS_START	n/a	-999	-999	n/a	n/a	n/a	n/a	-999	[0, 0, 0]	-999	PAL1	2	R1065J
57.562	1.017	128126	START	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[-999, -999, -999]	-999	PAL1	2	R1065J
58.579	2.05	129143	PROB	2017	-999	-999	n/a	n/a	n/a	n/a	-1	[2, 2, 5]	9	PAL1	2	R1065J
60.629	2.468	131193	PROB	2448	-999	-999	n/a	n/a	n/a	n/a	-1	[1, 5, 4]	10	PAL1	2	R1065J
63.097	1.766	133661	PROB	1739	-999	-999	n/a	n/a	n/a	n/a	-1	[1, 9, 6]	16	PAL1	2	R1065J
64.863	1.6	135427	PROB	1581	-999	-999	n/a	n/a	n/a	n/a	-1	[1, 9, 3]	13	PAL1	2	R1065J
66.463	2.184	137027	PROB	2165	-999	-999	n/a	n/a	n/a	n/a	-1	[8, 8, 6]	22	PAL1	2	R1065J
68.647	2.167	139211	PROB	2133	-999	-999	n/a	n/a	n/a	n/a	-1	[6, 2, 4]	12	PAL1	2	R1065J
70.814	1.7	141378	PROB	1678	-999	-999	n/a	n/a	n/a	n/a	-1	[7, 3, 6]	16	PAL1	2	R1065J
72.514	1.851	143078	PROB	1827	-999	-999	n/a	n/a	n/a	n/a	-1	[5, 6, 9]	20	PAL1	2	R1065J
74.365	1.767	144929	PROB	1736	-999	-999	n/a	n/a	n/a	n/a	-1	[1, 5, 9]	15	PAL1	2	R1065J
76.132	1.488	146696	PROB	1488	-999	-999	n/a	n/a	n/a	n/a	-1	[1, 5, 1]	7	PAL1	2	R1065J
77.62	40.464	148184	STOP	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[-999, -999, -999]	-999	PAL1	2	R1065J
118.084	10.438	188648	ENCODING_START	n/a	0	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	2	R1065J
128.522	0.868	199086	STUDY_ORIENT	n/a	1	1	GRAPE	FROG	GRAPE	FROG	1	[0, 0, 0]	-999	PAL1	2	R1065J
129.39	5.033	199954	STUDY_PAIR	n/a	1	1	GRAPE	FROG	GRAPE	FROG	1	[0, 0, 0]	-999	PAL1	2	R1065J
134.423	0.851	204988	STUDY_ORIENT	n/a	2	6	MOLE	TOE	MOLE	TOE	1	[0, 0, 0]	-999	PAL1	2	R1065J
135.274	5.018	205839	STUDY_PAIR	n/a	2	6	MOLE	TOE	MOLE	TOE	1	[0, 0, 0]	-999	PAL1	2	R1065J
140.292	0.85	210857	STUDY_ORIENT	n/a	3	5	COW	BARN	BARN	COW	1	[0, 0, 0]	-999	PAL1	2	R1065J
141.142	5.034	211707	STUDY_PAIR	n/a	3	5	COW	BARN	BARN	COW	1	[0, 0, 0]	-999	PAL1	2	R1065J
146.176	0.933	216741	STUDY_ORIENT	n/a	4	2	CART	RIB	CART	RIB	1	[0, 0, 0]	-999	PAL1	2	R1065J
