onset	duration	sample	trial_type	response_time	serialpos	probepos	probe_word	resp_word	study_1	study_2	list	test	answer	experiment	session	subject
0.0	115.56	483329	SESS_START	n/a	-999	-999	n/a	n/a	n/a	n/a	-999	[0, 0, 0]	-999	PAL1	0	R1095N
115.56	1.017	598890	START	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[-999, -999, -999]	-999	PAL1	0	R1095N
116.577	3.6	599907	PROB	3565	-999	-999	n/a	n/a	n/a	n/a	-1	[4, 2, 2]	8	PAL1	0	R1095N
120.177	6.934	603507	PROB	6900	-999	-999	n/a	n/a	n/a	n/a	-1	[7, 4, 4]	13	PAL1	0	R1095N
127.111	3.317	610441	PROB	3286	-999	-999	n/a	n/a	n/a	n/a	-1	[4, 1, 5]	10	PAL1	0	R1095N
130.428	5.609	613758	PROB	5609	-999	-999	n/a	n/a	n/a	n/a	-1	[3, 5, 6]	14	PAL1	0	R1095N
136.037	35.713	619367	STOP	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[-999, -999, -999]	-999	PAL1	0	R1095N
171.75	32.251	655081	FEEDBACK_SHOW_ALL_PAIRS	n/a	-999	-999	n/a	n/a	n/a	n/a	-999	[0, 0, 0]	-999	PAL1	0	R1095N
204.001	10.437	687332	ENCODING_START	n/a	0	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1095N
214.438	0.884	697769	STUDY_ORIENT	n/a	1	3	CROWN	PARK	CROWN	PARK	1	[0, 0, 0]	-999	PAL1	0	R1095N
215.322	5.033	698653	STUDY_PAIR	n/a	1	3	CROWN	PARK	CROWN	PARK	1	[0, 0, 0]	-999	PAL1	0	R1095N
220.355	1.001	703686	STUDY_ORIENT	n/a	2	2	JUDGE	FOX	JUDGE	FOX	1	[0, 0, 0]	-999	PAL1	0	R1095N
221.356	5.033	704688	STUDY_PAIR	n/a	2	2	JUDGE	FOX	JUDGE	FOX	1	[0, 0, 0]	-999	PAL1	0	R1095N
226.389	0.835	709721	STUDY_ORIENT	n/a	3	5	PET	SWORD	SWORD	PET	1	[0, 0, 0]	-999	PAL1	0	R1095N
227.224	5.034	710556	STUDY_PAIR	n/a	3	5	PET	SWORD	SWORD	PET	1	[0, 0, 0]	-999	PAL1	0	R1095N
232.258	0.932	715590	STUDY_ORIENT	n/a	4	4	CAPE	n/a	CAPE	CLOUD	1	[0, 0, 0]	-999	PAL1	0	R1095N
233.19	5.035	716522	STUDY_PAIR	n/a	4	4	CAPE	n/a	CAPE	CLOUD	1	[0, 0, 0]	-999	PAL1	0	R1095N
238.225	1.0	721557	STUDY_ORIENT	n/a	5	1	BRUSH	n/a	BRUSH	GUARD	1	[0, 0, 0]	-999	PAL1	0	R1095N
239.225	5.018	722557	STUDY_PAIR	n/a	5	1	BRUSH	n/a	BRUSH	GUARD	1	[0, 0, 0]	-999	PAL1	0	R1095N
244.243	0.832	727575	STUDY_ORIENT	n/a	6	6	CAVE	KITE	CAVE	KITE	1	[0, 0, 0]	-999	PAL1	0	R1095N
245.075	4.018	728407	STUDY_PAIR	n/a	6	6	CAVE	KITE	CAVE	KITE	1	[0, 0, 0]	-999	PAL1	0	R1095N
249.093	0.999	732425	START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[-999, -999, -999]	-999	PAL1	0	R1095N
250.092	0.017	733424	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1095N
250.109	4.467	733441	PROB	4434	-999	-999	n/a	n/a	n/a	n/a	1	[1, 4, 9]	14	PAL1	0	R1095N
254.576	5.201	737908	PROB	5174	-999	-999	n/a	n/a	n/a	n/a	1	[3, 9, 8]	20	PAL1	0	R1095N
259.777	3.7	743109	PROB	3669	-999	-999	n/a	n/a	n/a	n/a	1	[1, 6, 1]	8	PAL1	0	R1095N
263.477	4.567	746809	PROB	4537	-999	-999	n/a	n/a	n/a	n/a	1	[5, 2, 6]	13	PAL1	0	R1095N
268.044	3.586	751376	PROB	3586	-999	-999	n/a	n/a	n/a	n/a	1	[1, 2, 6]	9	PAL1	0	R1095N
271.63	0.015	754962	STOP	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[-999, -999, -999]	-999	PAL1	0	R1095N
271.645	0.0	754977	TEST_START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1095N
271.645	0.017	754977	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1095N
271.662	0.916	754994	TEST_ORIENT	n/a	5	1	BRUSH	n/a	BRUSH	GUARD	1	[0, 0, 0]	-999	PAL1	0	R1095N
272.578	0.001	755910	TEST_PROBE	n/a	5	1	BRUSH	n/a	BRUSH	GUARD	1	[0, 0, 0]	-999	PAL1	0	R1095N
272.579	5.015	755911	REC_START	n/a	5	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1095N
277.594	0.001	760926	REC_EVENT	5015	5	1	BRUSH	<>	BRUSH	GUARD	1	[0, 0, 0]	-999	PAL1	0	R1095N
277.595	0.017	760927	REC_END	n/a	5	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1095N
277.612	0.9	760944	TEST_ORIENT	n/a	2	2	JUDGE	FOX	JUDGE	FOX	1	[0, 0, 0]	-999	PAL1	0	R1095N
278.512	0.001	761844	TEST_PROBE	n/a	2	2	JUDGE	FOX	JUDGE	FOX	1	[0, 0, 0]	-999	PAL1	0	R1095N
278.513	1.325	761845	REC_START	n/a	2	-999	n/a	FOX	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1095N
