onset	duration	sample	trial_type	response_time	serialpos	probepos	probe_word	resp_word	study_1	study_2	list	test	answer	experiment	session	subject
0.0	76.964	747639	SESS_START	n/a	-999	-999	n/a	n/a	n/a	n/a	-999	[0, 0, 0]	-999	PAL1	2	R1091N
76.964	1.016	824601	START	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[-999, -999, -999]	-999	PAL1	2	R1091N
77.98	6.735	825616	PROB	6711	-999	-999	n/a	n/a	n/a	n/a	-1	[1, 2, 8]	11	PAL1	2	R1091N
84.715	6.168	832351	PROB	6144	-999	-999	n/a	n/a	n/a	n/a	-1	[5, 2, 8]	11	PAL1	2	R1091N
90.883	5.2	838519	PROB	5168	-999	-999	n/a	n/a	n/a	n/a	-1	[9, 4, 8]	21	PAL1	2	R1091N
96.083	8.239	843719	PROB	8239	-999	-999	n/a	n/a	n/a	n/a	-1	[9, 2, 5]	16	PAL1	2	R1091N
104.322	53.0	851958	STOP	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[-999, -999, -999]	-999	PAL1	2	R1091N
157.322	10.44	904956	ENCODING_START	n/a	0	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	2	R1091N
167.762	1.0	915395	STUDY_ORIENT	n/a	1	1	BIRD	n/a	WORLD	BIRD	1	[0, 0, 0]	-999	PAL1	2	R1091N
168.762	5.018	916395	STUDY_PAIR	n/a	1	1	BIRD	n/a	WORLD	BIRD	1	[0, 0, 0]	-999	PAL1	2	R1091N
173.78	0.8	921413	STUDY_ORIENT	n/a	2	6	SMOKE	HORN	MAP	SMOKE	1	[0, 0, 0]	-999	PAL1	2	R1091N
174.58	5.034	922213	STUDY_PAIR	n/a	2	6	SMOKE	HORN	MAP	SMOKE	1	[0, 0, 0]	-999	PAL1	2	R1091N
179.614	0.9	927247	STUDY_ORIENT	n/a	3	5	HORN	MOOSE	HORN	MOOSE	1	[0, 0, 0]	-999	PAL1	2	R1091N
180.514	5.018	928147	STUDY_PAIR	n/a	3	5	HORN	MOOSE	HORN	MOOSE	1	[0, 0, 0]	-999	PAL1	2	R1091N
185.532	0.883	933165	STUDY_ORIENT	n/a	4	4	CLIFF	EGG	CLIFF	EGG	1	[0, 0, 0]	-999	PAL1	2	R1091N
186.415	5.018	934048	STUDY_PAIR	n/a	4	4	CLIFF	EGG	CLIFF	EGG	1	[0, 0, 0]	-999	PAL1	2	R1091N
191.433	0.816	939065	STUDY_ORIENT	n/a	5	3	JAR	PIPE	JAR	PIPE	1	[0, 0, 0]	-999	PAL1	2	R1091N
192.249	5.034	939881	STUDY_PAIR	n/a	5	3	JAR	PIPE	JAR	PIPE	1	[0, 0, 0]	-999	PAL1	2	R1091N
197.283	0.933	944915	STUDY_ORIENT	n/a	6	2	SUN	n/a	FLAME	SUN	1	[0, 0, 0]	-999	PAL1	2	R1091N
198.216	4.001	945848	STUDY_PAIR	n/a	6	2	SUN	n/a	FLAME	SUN	1	[0, 0, 0]	-999	PAL1	2	R1091N
202.217	1.0	949849	START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[-999, -999, -999]	-999	PAL1	2	R1091N
203.217	0.017	950849	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	2	R1091N
203.234	5.518	950866	PROB	5489	-999	-999	n/a	n/a	n/a	n/a	1	[3, 1, 1]	5	PAL1	2	R1091N
208.752	4.251	956384	PROB	4227	-999	-999	n/a	n/a	n/a	n/a	1	[1, 1, 8]	10	PAL1	2	R1091N
213.003	4.868	960635	PROB	4848	-999	-999	n/a	n/a	n/a	n/a	1	[6, 6, 3]	15	PAL1	2	R1091N
217.871	5.028	965502	PROB	5028	-999	-999	n/a	n/a	n/a	n/a	1	[2, 6, 5]	13	PAL1	2	R1091N
222.899	0.006	970530	STOP	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[-999, -999, -999]	-999	PAL1	2	R1091N
222.905	0.0	970536	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	2	R1091N
222.905	0.017	970536	TEST_START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	2	R1091N
222.922	0.883	970553	TEST_ORIENT	n/a	1	1	BIRD	n/a	WORLD	BIRD	1	[0, 0, 0]	-999	PAL1	2	R1091N
223.805	0.001	971436	TEST_PROBE	n/a	1	1	BIRD	n/a	WORLD	BIRD	1	[0, 0, 0]	-999	PAL1	2	R1091N
223.806	1.356	971437	REC_START	n/a	1	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	2	R1091N
225.162	3.668	972793	REC_EVENT	1356	1	1	BIRD	<>	WORLD	BIRD	1	[0, 0, 0]	-999	PAL1	2	R1091N
228.83	0.009	976461	REC_END	n/a	1	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	2	R1091N
228.839	0.9	976470	TEST_ORIENT	n/a	6	2	SUN	n/a	FLAME	SUN	1	[0, 0, 0]	-999	PAL1	2	R1091N
229.739	0.001	977370	TEST_PROBE	n/a	6	2	SUN	n/a	FLAME	SUN	1	[0, 0, 0]	-999	PAL1	2	R1091N
229.74	2.959	977371	REC_START	n/a	6	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	2	R1091N
232.699	2.041	980330	REC_EVENT	2959	6	2	SUN	<>	FLAME	SUN	1	[0, 0, 0]	-999	PAL1	2	R1091N
234.74	0.017	982371	REC_END	n/a	6	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	2	R1091N
234.757	1.0	982388	TEST_ORIENT	n/a	5	3	JAR	PIPE	JAR	PIPE	1	[0, 0, 0]	-999	PAL1	2	R1091N
235.757	0.001	983388	TEST_PROBE	n/a	5	3	JAR	PIPE	JAR	PIPE	1	[0, 0, 0]	-999	PAL1	2	R1091N
235.758	0.921	983389	REC_START	n/a	5	-999	n/a	PIPE	n/a	n/a	1	[0, 0, 0]	-999	PAL1	2	R1091N
236.679	0.305	984310	REC_EVENT	921	5	3	JAR	JAR	JAR	PIPE	1	[0, 0, 0]	-999	PAL1	2	R1091N
236.984	3.79	984615	REC_EVENT	1226	5	3	JAR	PIPE	JAR	PIPE	1	[0, 0, 0]	-999	PAL1	2	R1091N
