onset	duration	sample	trial_type	response_time	serialpos	probepos	probe_word	resp_word	study_1	study_2	list	test	answer	experiment	session	subject
0.0	59.625	573101	SESS_START	n/a	-999	-999	n/a	n/a	n/a	n/a	-999	[0, 0, 0]	-999	PAL1	3	R1091N
59.625	1.017	632724	START	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[-999, -999, -999]	-999	PAL1	3	R1091N
60.642	4.717	633741	PROB	4695	-999	-999	n/a	n/a	n/a	n/a	-1	[2, 6, 5]	13	PAL1	3	R1091N
65.359	6.601	638458	PROB	6570	-999	-999	n/a	n/a	n/a	n/a	-1	[6, 9, 6]	21	PAL1	3	R1091N
71.96	3.701	645058	PROB	3673	-999	-999	n/a	n/a	n/a	n/a	-1	[8, 3, 9]	20	PAL1	3	R1091N
75.661	25.316	648759	PROB	25316	-999	-999	n/a	n/a	n/a	n/a	-1	[7, 8, 4]	21	PAL1	3	R1091N
100.977	43.808	674074	STOP	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[-999, -999, -999]	-999	PAL1	3	R1091N
144.785	10.439	717881	ENCODING_START	n/a	0	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	3	R1091N
155.224	0.967	728319	STUDY_ORIENT	n/a	1	5	STOOL	PASS	PEAR	STOOL	1	[0, 0, 0]	-999	PAL1	3	R1091N
156.191	5.018	729286	STUDY_PAIR	n/a	1	5	STOOL	PASS	PEAR	STOOL	1	[0, 0, 0]	-999	PAL1	3	R1091N
161.209	0.949	734304	STUDY_ORIENT	n/a	2	6	CAR	PASS	ROAD	CAR	1	[0, 0, 0]	-999	PAL1	3	R1091N
162.158	5.035	735253	STUDY_PAIR	n/a	2	6	CAR	PASS	ROAD	CAR	1	[0, 0, 0]	-999	PAL1	3	R1091N
167.193	1.0	740288	STUDY_ORIENT	n/a	3	3	VASE	VASE	VASE	WEED	1	[0, 0, 0]	-999	PAL1	3	R1091N
168.193	5.018	741288	STUDY_PAIR	n/a	3	3	VASE	VASE	VASE	WEED	1	[0, 0, 0]	-999	PAL1	3	R1091N
173.211	0.916	746306	STUDY_ORIENT	n/a	4	2	SPONGE	PASS	SPONGE	CHIEF	1	[0, 0, 0]	-999	PAL1	3	R1091N
174.127	5.034	747222	STUDY_PAIR	n/a	4	2	SPONGE	PASS	SPONGE	CHIEF	1	[0, 0, 0]	-999	PAL1	3	R1091N
179.161	0.918	752255	STUDY_ORIENT	n/a	5	1	SEED	PASS	BALL	SEED	1	[0, 0, 0]	-999	PAL1	3	R1091N
180.079	5.033	753173	STUDY_PAIR	n/a	5	1	SEED	PASS	BALL	SEED	1	[0, 0, 0]	-999	PAL1	3	R1091N
185.112	0.934	758206	STUDY_ORIENT	n/a	6	4	SNAIL	n/a	SNAIL	PLANT	1	[0, 0, 0]	-999	PAL1	3	R1091N
186.046	4.001	759140	STUDY_PAIR	n/a	6	4	SNAIL	n/a	SNAIL	PLANT	1	[0, 0, 0]	-999	PAL1	3	R1091N
190.047	1.0	763141	START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[-999, -999, -999]	-999	PAL1	3	R1091N
191.047	0.017	764141	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	3	R1091N
191.064	6.484	764158	PROB	6457	-999	-999	n/a	n/a	n/a	n/a	1	[3, 6, 2]	11	PAL1	3	R1091N
197.548	3.984	770642	PROB	3957	-999	-999	n/a	n/a	n/a	n/a	1	[1, 1, 6]	8	PAL1	3	R1091N
201.532	6.235	774626	PROB	6205	-999	-999	n/a	n/a	n/a	n/a	1	[1, 7, 1]	9	PAL1	3	R1091N
207.767	7.538	780860	PROB	7538	-999	-999	n/a	n/a	n/a	n/a	1	[7, 7, 6]	20	PAL1	3	R1091N
215.305	0.013	788398	STOP	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[-999, -999, -999]	-999	PAL1	3	R1091N
215.318	0.0	788411	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	3	R1091N
215.318	0.017	788411	TEST_START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	3	R1091N
215.335	0.866	788428	TEST_ORIENT	n/a	5	1	SEED	PASS	BALL	SEED	1	[0, 0, 0]	-999	PAL1	3	R1091N
216.201	0.001	789294	TEST_PROBE	n/a	5	1	SEED	PASS	BALL	SEED	1	[0, 0, 0]	-999	PAL1	3	R1091N
216.202	1.513	789295	REC_START	n/a	5	-999	n/a	PASS	n/a	n/a	1	[0, 0, 0]	-999	PAL1	3	R1091N
217.715	3.495	790808	REC_EVENT	1513	5	1	SEED	PASS	BALL	SEED	1	[0, 0, 0]	-999	PAL1	3	R1091N
